created_date,last_edited_date,OBJECTID,stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type,Sidewalk_Width__ft_,Accessibility_Score,Sidewalk_Condition,Sidewalk_Material,Current_Shelter,Routes,Municipality_1,Neighborhood,created_user,last_edited_user
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594072,door-kencl-beacon,,"Kenmore - Boston University, Beacon St","Kenmore - Boston University, Beacon St",,,42.349273,-71.095549,,,,level_in_street,2,place-kencl,2,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594073,door-kencl-busway,,"Kenmore - Busway, Commonwealth Ave","Kenmore - Busway, Commonwealth Ave",,,42.348882,-71.09542,,,,level_ground,2,place-kencl,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594074,door-kencl-commonwealth,,"Kenmore - Fenway Park, Commonwealth Ave","Kenmore - Fenway Park, Commonwealth Ave",,,42.348616,-71.09552,,,,level_in_street,2,place-kencl,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594076,70071,70071,Kendall/MIT,Kendall/MIT - Red Line - Ashmont/Braintree,,Ashmont/Braintree,42.362355,-71.085605,RapidTransit,,https://www.mbta.com/stops/place-knncl,level_-1_platform,0,place-knncl,1,Cambridge,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594077,70072,70072,Kendall/MIT,Kendall/MIT - Red Line - Alewife,,Alewife,42.362434,-71.085591,RapidTransit,,https://www.mbta.com/stops/place-knncl,level_-1_platform,0,place-knncl,1,Cambridge,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594078,door-knncl-nbmain,,"Kendall/MIT - Main St, Buses, Cambridge Center","Kendall/MIT - Main St, Buses, Cambridge Center",,,42.362588,-71.086167,,,,level_in_street,2,place-knncl,1,Cambridge,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594079,door-knncl-nbsecond,,"Kendall/MIT - Main St, Third St","Kendall/MIT - Main St, Third St",,,42.362439,-71.084837,,,,level_in_street,2,place-knncl,2,Cambridge,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594080,door-knncl-sbmain,,"Kendall/MIT - Main St, Buses, Cambridge Center","Kendall/MIT - Main St, Buses, Cambridge Center",,,42.362259,-71.086206,,,,level_in_street,2,place-knncl,1,Cambridge,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594081,door-knncl-sbsecond,,"Kendall/MIT - Main St, Third St","Kendall/MIT - Main St, Third St",,,42.362232,-71.084862,,,,level_in_street,2,place-knncl,2,Cambridge,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594083,70215,70215,Kent Street,Kent Street - Green Line - (C) Cleveland Circle,,Cleveland Circle,42.344117,-71.114097,RapidTransit,,https://www.mbta.com/stops/place-kntst,level_median,0,place-kntst,2,Brookline,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594084,70216,70216,Kent Street,Kent Street - Green Line - Park Street & North,,Park Street & North,42.343927,-71.114569,RapidTransit,,https://www.mbta.com/stops/place-kntst,level_median,0,place-kntst,2,Brookline,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594086,70106,70106,Boston College,Boston College - Green Line - Park Street & North,,Park Street & North,42.340149,-71.167029,RapidTransit,,https://www.mbta.com/stops/place-lake,level_ground,0,place-lake,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594087,70107,70107,Boston College,Boston College - Green Line - Exit Only,,Exit Only,42.34024,-71.166849,RapidTransit,,https://www.mbta.com/stops/place-lake,level_ground,0,place-lake,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594090,70209,70209,Lechmere,Lechmere - Green Line - Exit Only,,Exit Only,42.370952,-71.077007,RapidTransit,,https://www.mbta.com/stops/place-lech,level_ground,0,place-lech,1,Cambridge,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594091,70210,70210,Lechmere,Lechmere - Green Line - Copley & West,,Copley & West,42.370911,-71.077095,RapidTransit,,https://www.mbta.com/stops/place-lech,level_ground,0,place-lech,1,Cambridge,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594092,door-lech-entrance,,Lechmere - Entrance,Lechmere - Entrance,,,42.370914,-71.077483,,,,level_ground,2,place-lech,1,Cambridge,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594093,door-lech-exit,,Lechmere - Exit Only,Lechmere - Exit Only,,,42.371139,-71.077292,,,,level_ground,2,place-lech,1,Cambridge,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594095,70247,70247,Longwood Medical Area,Longwood Medical Area - Green Line - (E) Heath Street,,Heath Street,42.33608,-71.099883,RapidTransit,,https://www.mbta.com/stops/place-lngmd,level_median,0,place-lngmd,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594096,70248,70248,Longwood Medical Area,Longwood Medical Area - Green Line - Park Street & North,,Park Street & North,42.336217,-71.099328,RapidTransit,,https://www.mbta.com/stops/place-lngmd,level_median,0,place-lngmd,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594098,70182,70182,Longwood,Longwood - Green Line - Park Street & North,,Park Street & North,42.341123,-71.110393,RapidTransit,,https://www.mbta.com/stops/place-longw,level_ground,0,place-longw,1,Brookline,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594099,70183,70183,Longwood,Longwood - Green Line - (D) Riverside,,Riverside,42.341143,-71.110447,RapidTransit,,https://www.mbta.com/stops/place-longw,level_ground,0,place-longw,1,Brookline,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594100,door-longw-colchester,,"Longwood - Chapel St, Colchester St","Longwood - Chapel St, Colchester St",,,42.341892,-71.109897,,,,level_in_street,2,place-longw,2,Brookline,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594101,door-longw-longwood,,"Longwood - Chapel St, Longwood Ave","Longwood - Chapel St, Longwood Ave",,,42.341542,-71.110298,,,,level_in_street,2,place-longw,1,Brookline,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594102,door-longw-necklace,,Longwood - Emerald Necklace,Longwood - Emerald Necklace,,,42.341443,-71.110099,,,,level_ground,2,place-longw,1,Brookline,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594104,70012,70012,Massachusetts Avenue,Massachusetts Avenue - Orange Line - Forest Hills,,Forest Hills,42.341512,-71.083423,RapidTransit,,https://www.mbta.com/stops/place-masta,level_-1_platform,0,place-masta,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594105,70013,70013,Massachusetts Avenue,Massachusetts Avenue - Orange Line - Oak Grove,,Oak Grove,42.341512,-71.083423,RapidTransit,,https://www.mbta.com/stops/place-masta,level_-1_platform,0,place-masta,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594106,door-masta-camden,,Massachusetts Avenue - Camden St,Massachusetts Avenue - Camden St,,,42.340379,-71.084763,,,,level_ground,2,place-masta,2,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594107,door-masta-corridor,,Massachusetts Avenue - Massachusetts Ave (Northside),Massachusetts Avenue - Massachusetts Ave (Northside),,,42.341773,-71.083167,,,,level_in_street,2,place-masta,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594108,door-masta-main,,Massachusetts Avenue - Massachusetts Ave (Southside),Massachusetts Avenue - Massachusetts Ave (Southside),,,42.341551,-71.083436,,,,level_in_street,2,place-masta,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594109,door-masta-side,,Massachusetts Avenue - Southwest Corridor Park,Massachusetts Avenue - Southwest Corridor Park,,,42.341364,-71.083434,,,,level_ground,2,place-masta,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594113,70275,70275,Mattapan,Mattapan - Mattapan Trolley - Exit Only,,Exit Only,42.267528,-71.09205,RapidTransit,,https://www.mbta.com/stops/place-matt,level_ground,0,place-matt,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594114,70276,70276,Mattapan,Mattapan - Mattapan Trolley - Ashmont,,Ashmont,42.267498,-71.091983,RapidTransit,,https://www.mbta.com/stops/place-matt,level_ground,0,place-matt,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594115,door-matt-neponset,,"Mattapan - Neponset Trail, Parking","Mattapan - Neponset Trail, Parking",,,42.267744,-71.091871,,,,level_ground,2,place-matt,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594116,door-matt-northbus,,Mattapan - Upper Busway,Mattapan - Upper Busway,,,42.267684,-71.092224,,,,level_ground,2,place-matt,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594117,door-matt-southbus,,Mattapan - Lower Busway,Mattapan - Lower Busway,,,42.267431,-71.092376,,,,level_ground,2,place-matt,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594118,door-matt-square,,Mattapan - Mattapan Square,Mattapan - Mattapan Square,,,42.267516,-71.093089,,,,level_ground,2,place-matt,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594120,70245,70245,Museum of Fine Arts,Museum of Fine Arts - Green Line - (E) Heath Street,,Heath Street,42.337875,-71.09524,RapidTransit,,https://www.mbta.com/stops/place-mfa,level_median,0,place-mfa,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594121,70246,70246,Museum of Fine Arts,Museum of Fine Arts - Green Line - Park Street & North,,Park Street & North,42.338017,-71.094682,RapidTransit,,https://www.mbta.com/stops/place-mfa,level_median,0,place-mfa,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594123,70267,70267,Milton,Milton - Mattapan Trolley - Mattapan,,Mattapan,42.270305,-71.067674,RapidTransit,,https://www.mbta.com/stops/place-miltt,level_ground,0,place-miltt,1,Milton,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594124,70268,70268,Milton,Milton - Mattapan Trolley - Ashmont,,Ashmont,42.270275,-71.067666,RapidTransit,,https://www.mbta.com/stops/place-miltt,level_ground,0,place-miltt,1,Milton,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594125,door-miltt-adams,,Milton - Adams St,Milton - Adams St,,,42.270248,-71.067694,,,,level_1_in_street,2,place-miltt,2,Milton,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594126,door-miltt-trail,,Milton - Neponset Trail,Milton - Neponset Trail,,,42.270436,-71.067005,,,,level_ground,2,place-miltt,1,Milton,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594127,door-miltt-wharf,,"Milton - Parking, Wharf St","Milton - Parking, Wharf St",,,42.270275,-71.067246,,,,level_ground,2,place-miltt,1,Milton,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594129,70253,70253,Mission Park,Mission Park - Green Line - (E) Heath Street,,Heath Street,42.333279,-71.109276,RapidTransit,,https://www.mbta.com/stops/place-mispk,level_in_street,0,place-mispk,2,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594130,70254,70254,Mission Park,Mission Park - Green Line - Park Street & North,,Park Street & North,42.333092,-71.10968,RapidTransit,,https://www.mbta.com/stops/place-mispk,level_in_street,0,place-mispk,2,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594135,70034,70034,Malden Center,Malden Center - Orange Line - Forest Hills,,Forest Hills,42.426632,-71.07411,RapidTransit,,https://www.mbta.com/stops/place-mlmnl,level_1_orange_platform,0,place-mlmnl,1,Malden,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594136,70035,70035,Malden Center,Malden Center - Orange Line - Oak Grove,,Oak Grove,42.426632,-71.07411,RapidTransit,,https://www.mbta.com/stops/place-mlmnl,level_1_orange_platform,0,place-mlmnl,1,Malden,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594138,door-mlmnl-commercial,,"Malden Center - Commercial St, Malden Government Center","Malden Center - Commercial St, Malden Government Center",,,42.426814,-71.073983,,,,level_ground,2,place-mlmnl,2,Malden,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594139,door-mlmnl-pleasant,,"Malden Center - Summer St, Pleasant St","Malden Center - Summer St, Pleasant St",,,42.42688,-71.074355,,,,level_ground,2,place-mlmnl,1,Malden,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594140,door-mlmnl-ramp,,"Malden Center - Commercial St, Malden Government Center (ramp)","Malden Center - Commercial St, Malden Government Center (ramp)",,,42.42689,-71.073987,,,,level_ground,2,place-mlmnl,1,Malden,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594144,70045,70045,Maverick,Maverick - Blue Line - Bowdoin,,Bowdoin,42.369119,-71.03953,RapidTransit,,https://www.mbta.com/stops/place-mvbcl,level_-1_platform,0,place-mvbcl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594145,70046,70046,Maverick,Maverick - Blue Line - Wonderland,,Wonderland,42.369119,-71.03953,RapidTransit,,https://www.mbta.com/stops/place-mvbcl,level_-1_platform,0,place-mvbcl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594146,door-mvbcl-lewis,,Maverick - Lewis Mall,Maverick - Lewis Mall,,,42.368275,-71.040539,,,,level_ground,2,place-mvbcl,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594147,door-mvbcl-square,,"Maverick - Sumner St, Maverick Square","Maverick - Sumner St, Maverick Square",,,42.369193,-71.0395,,,,level_in_street,2,place-mvbcl,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594149,70168,70168,Newton Highlands,Newton Highlands - Green Line - Park Street & North,,Park Street & North,42.321687,-71.206063,RapidTransit,,https://www.mbta.com/stops/place-newtn,level_ground,0,place-newtn,1,Newton,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594150,70169,70169,Newton Highlands,Newton Highlands - Green Line - (D) Riverside,,Riverside,42.321734,-71.206118,RapidTransit,,https://www.mbta.com/stops/place-newtn,level_ground,0,place-newtn,1,Newton,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594151,door-newtn-hyde,,Newton Highlands - Hyde St,Newton Highlands - Hyde St,,,42.323468,-71.20433,,,,level_1_in_street,2,place-newtn,2,Newton,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594152,door-newtn-lake,,Newton Highlands - Lake Ave,Newton Highlands - Lake Ave,,,42.322668,-71.205643,,,,level_1_in_street,2,place-newtn,1,Newton,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594153,door-newtn-station,,Newton Highlands - Station Ave,Newton Highlands - Station Ave,,,42.322594,-71.205558,,,,level_1_in_street,2,place-newtn,1,Newton,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594154,door-newtn-walnut,,Newton Highlands - Walnut St,Newton Highlands - Walnut St,,,42.321968,-71.206232,,,,level_1_in_street,2,place-newtn,1,Newton,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594156,70170,70170,Newton Centre,Newton Centre - Green Line - Park Street & North,,Park Street & North,42.329338,-71.192388,RapidTransit,,https://www.mbta.com/stops/place-newto,level_ground,0,place-newto,1,Newton,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594157,70171,70171,Newton Centre,Newton Centre - Green Line - (D) Riverside,,Riverside,42.329393,-71.19243,RapidTransit,,https://www.mbta.com/stops/place-newto,level_ground,0,place-newto,1,Newton,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594158,door-newto-braeland,,"Newton Centre - Braeland Ave, Langley Rd","Newton Centre - Braeland Ave, Langley Rd",,,42.329349,-71.192296,,,,level_1_in_street,2,place-newto,2,Newton,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594159,door-newto-herrick,,"Newton Centre - Union St, Herrick Rd","Newton Centre - Union St, Herrick Rd",,,42.32924,-71.193377,,,,level_1_in_street,2,place-newto,2,Newton,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594160,door-newto-langley,,Newton Centre - Langley Rd,Newton Centre - Langley Rd,,,42.32974,-71.191841,,,,level_1_in_street,2,place-newto,1,Newton,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594161,door-newto-unionr,,Newton Centre - Union St (Ramp),Newton Centre - Union St (Ramp),,,42.329357,-71.193269,,,,level_1_in_street,2,place-newto,1,Newton,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594162,door-newto-unions,,Newton Centre - Union St (Stairs),Newton Centre - Union St (Stairs),,,42.329504,-71.19269,,,,level_1_in_street,2,place-newto,2,Newton,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594164,70026,70026,North Station,North Station - Orange Line - Forest Hills,,Forest Hills,42.365577,-71.06129,RapidTransit,,https://www.mbta.com/stops/place-north,level_-2_low_platform,0,place-north,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594165,70027,70027,North Station,North Station - Orange Line - Oak Grove,,Oak Grove,42.365577,-71.06129,RapidTransit,,https://www.mbta.com/stops/place-north,level_-2_low_platform,0,place-north,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594166,70205,70205,North Station,North Station - Green Line - Lechmere,,Lechmere,42.365577,-71.06129,RapidTransit,,https://www.mbta.com/stops/place-north,level_-1_lechmere_platform,0,place-north,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594167,70206,70206,North Station,North Station - Green Line - Copley & West,,Copley & West,42.365577,-71.06129,RapidTransit,,https://www.mbta.com/stops/place-north,level_-2_low_platform,0,place-north,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594179,door-north-causewaye,,North Station - Causeway St (Elevator),North Station - Causeway St (Elevator),,,42.365639,-71.060472,,,,level_in_street,2,place-north,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594180,door-north-causeways,,"North Station - Causeway St, Haverhill St","North Station - Causeway St, Haverhill St",,,42.365496,-71.06049,,,,level_in_street,2,place-north,2,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594181,door-north-crcanal,,"North Station - Causeway St, Canal St","North Station - Causeway St, Canal St",,,42.365975,-71.061759,,,,level_in_street,2,place-north,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594182,door-north-crcauseway,,North Station - Causeway St (East),North Station - Causeway St (East),,,42.366404,-71.061324,,,,level_in_street,2,place-north,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594183,door-north-crnashua,,"North Station - Causeway St (West), Nashua St","North Station - Causeway St (West), Nashua St",,,42.365738,-71.062684,,,,level_in_street,2,place-north,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594184,door-north-tdgarden,,North Station - TD Garden passageway (Elevator),North Station - TD Garden passageway (Elevator),,,42.365833,-71.060892,,,,level_in_street,2,place-north,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594185,door-north-valenti,,North Station - Valenti Way,North Station - Valenti Way,,,42.364652,-71.059541,,,,level_in_street,2,place-north,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594188,70097,70097,North Quincy,North Quincy - Red Line - Braintree,2,Braintree,42.275275,-71.029583,RapidTransit,,https://www.mbta.com/stops/place-nqncy,level_0_platform,0,place-nqncy,1,Quincy,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594189,70098,70098,North Quincy,North Quincy - Red Line - Alewife,1,Alewife,42.275275,-71.029583,RapidTransit,,https://www.mbta.com/stops/place-nqncy,level_0_platform,0,place-nqncy,1,Quincy,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594190,door-nqncy-hancock,,North Quincy - Hancock St,North Quincy - Hancock St,,,42.276631,-71.030922,,,,level_ground,2,place-nqncy,1,Quincy,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594191,door-nqncy-newport,,North Quincy - Newport Ave Extension,North Quincy - Newport Ave Extension,,,42.276483,-71.031184,,,,level_ground,2,place-nqncy,1,Quincy,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594192,door-nqncy-squantum,,North Quincy - West Squantum St,North Quincy - West Squantum St,,,42.27521,-71.029243,,,,level_1_ground,2,place-nqncy,1,Quincy,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594194,70243,70243,Northeastern University,Northeastern University - Green Line - (E) Heath Street,,Heath Street,42.339897,-71.09021,RapidTransit,,https://www.mbta.com/stops/place-nuniv,level_median,0,place-nuniv,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594195,70244,70244,Northeastern University,Northeastern University - Green Line - Park Street & North,,Park Street & North,42.340222,-71.0892,RapidTransit,,https://www.mbta.com/stops/place-nuniv,level_median,0,place-nuniv,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594197,70036,70036,Oak Grove,Oak Grove - Orange Line,,Orange Line,42.43668,-71.071097,RapidTransit,,https://www.mbta.com/stops/place-ogmnl,level_0_platform,0,place-ogmnl,1,Malden,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594199,Oak Grove-01,,Oak Grove,Oak Grove - Orange Line - Track 1,1,Orange Line - Track 1,42.437501,-71.070706,RapidTransit,,https://www.mbta.com/stops/place-ogmnl,level_0_platform,0,place-ogmnl,1,Malden,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594200,Oak Grove-02,,Oak Grove,Oak Grove - Orange Line - Track 2,2,Orange Line - Track 2,42.437501,-71.070706,RapidTransit,,https://www.mbta.com/stops/place-ogmnl,level_0_platform,0,place-ogmnl,1,Malden,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594201,door-ogmnl-banks,,Oak Grove - Banks Place,Oak Grove - Banks Place,,,42.436859,-71.070343,,,,level_ground,2,place-ogmnl,1,Malden,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594202,door-ogmnl-wash,,Oak Grove - Washington St,Oak Grove - Washington St,,,42.436676,-71.071152,,,,level_in_street,2,place-ogmnl,2,Malden,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
