created_date,last_edited_date,OBJECTID,stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type,Sidewalk_Width__ft_,Accessibility_Score,Sidewalk_Condition,Sidewalk_Material,Current_Shelter,Routes,Municipality_1,Neighborhood,created_user,last_edited_user
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594207,70051,70051,Orient Heights,Orient Heights - Blue Line - Bowdoin,,Bowdoin,42.386867,-71.004736,RapidTransit,,https://www.mbta.com/stops/place-orhte,level_0_platform,0,place-orhte,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594208,70052,70052,Orient Heights,Orient Heights - Blue Line - Wonderland,,Wonderland,42.386867,-71.004736,RapidTransit,,https://www.mbta.com/stops/place-orhte,level_0_platform,0,place-orhte,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594209,door-orhte-benning,,Orient Heights - Bennington St,Orient Heights - Bennington St,,,42.38708,-71.004664,,,,level_ground,2,place-orhte,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594210,door-orhte-saratoga,,"Orient Heights - Saratoga St, Barnes Ave","Orient Heights - Saratoga St, Barnes Ave",,,42.386862,-71.004364,,,,level_ground,2,place-orhte,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594212,70075,70075,Park Street,Park Street - Red Line - Ashmont/Braintree,5,Ashmont/Braintree,42.356395,-71.062424,RapidTransit,,https://www.mbta.com/stops/place-pktrm,level_-2_red_platform,0,place-pktrm,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594213,70076,70076,Park Street,Park Street - Red Line - Alewife,6,Alewife,42.356395,-71.062424,RapidTransit,,https://www.mbta.com/stops/place-pktrm,level_-2_red_platform,0,place-pktrm,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594214,70196,70196,Park Street,Park Street - Green Line - (B) Boston College,2,Boston College,42.356395,-71.062424,RapidTransit,,https://www.mbta.com/stops/place-pktrm,level_-1_green_platform,0,place-pktrm,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594215,70197,70197,Park Street,Park Street - Green Line - (C) Cleveland Circle,1,Cleveland Circle,42.356395,-71.062424,RapidTransit,,https://www.mbta.com/stops/place-pktrm,level_-1_green_platform,0,place-pktrm,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594216,70198,70198,Park Street,Park Street - Green Line - (D) Riverside,2,Riverside,42.356395,-71.062424,RapidTransit,,https://www.mbta.com/stops/place-pktrm,level_-1_green_platform,0,place-pktrm,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594217,70199,70199,Park Street,Park Street - Green Line - (E) Heath Street,1,Heath Street,42.356395,-71.062424,RapidTransit,,https://www.mbta.com/stops/place-pktrm,level_-1_green_platform,0,place-pktrm,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594218,70200,70200,Park Street,Park Street - Green Line - Government Center & North,4,Government Center & North,42.356395,-71.062424,RapidTransit,,https://www.mbta.com/stops/place-pktrm,level_-1_green_platform,0,place-pktrm,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594219,71199,71199,Park Street,Park Street - Green Line - Drop-off Only,3,Drop-off Only,42.356395,-71.062424,RapidTransit,,https://www.mbta.com/stops/place-pktrm,level_-1_green_platform,0,place-pktrm,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594220,door-pktrm-elevatoreb,,Park Street - Tremont St to Lobby (Elevator 804),Park Street - Tremont St to Lobby (Elevator 804),,,42.356172,-71.062239,,,,level_in_street,2,place-pktrm,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594221,door-pktrm-elevatorwb,,"Park Street - Elevator, Tremont St","Park Street - Elevator, Tremont St",,,42.356331,-71.062675,,,,level_in_street,2,place-pktrm,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594222,door-pktrm-exitalewife,,Park Street - Escalator to Tremont St (North),Park Street - Escalator to Tremont St (North),,,42.356504,-71.061904,,,,level_in_street,2,place-pktrm,2,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594223,door-pktrm-exitashbrain,,Park Street - Escalator to Tremont St (South),Park Street - Escalator to Tremont St (South),,,42.355976,-71.062427,,,,level_in_street,2,place-pktrm,2,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594224,door-pktrm-tremonte,,"Park Street - Tremont St, Boston Common","Park Street - Tremont St, Boston Common",,,42.35637,-71.062321,,,,level_in_street,2,place-pktrm,2,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594225,door-pktrm-tremontw,,"Park Street - Boston Common, Tremont St","Park Street - Boston Common, Tremont St",,,42.35649,-71.062531,,,,level_in_street,2,place-pktrm,2,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594226,door-pktrm-tremstair,,Park Street - Tremont St,Park Street - Tremont St,,,42.356069,-71.062334,,,,level_in_street,2,place-pktrm,2,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594227,door-pktrm-west,,Park Street - Boston Common,Park Street - Boston Common,,,42.355456,-71.063402,,,,level_in_street,2,place-pktrm,2,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594228,door-pktrm-winter,,"Park Street - Tremont St, Winter St","Park Street - Tremont St, Winter St",,,42.356397,-71.062008,,,,level_in_street,2,place-pktrm,2,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594230,70138,70138,Pleasant Street,Pleasant Street - Green Line - Park Street & North,,Park Street & North,42.351445,-71.118753,RapidTransit,,https://www.mbta.com/stops/place-plsgr,level_median,0,place-plsgr,2,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594231,70139,70139,Pleasant Street,Pleasant Street - Green Line - (B) Boston College,,Boston College,42.351566,-71.119281,RapidTransit,,https://www.mbta.com/stops/place-plsgr,level_median,0,place-plsgr,2,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594233,70065,70065,Porter,Porter - Red Line - Ashmont/Braintree,,Ashmont/Braintree,42.3884,-71.119149,RapidTransit,,https://www.mbta.com/stops/place-portr,level_-3_southbound_platform,0,place-portr,1,Cambridge,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594234,70066,70066,Porter,Porter - Red Line - Alewife,,Alewife,42.3884,-71.119149,RapidTransit,,https://www.mbta.com/stops/place-portr,level_-4_alewife_platform,0,place-portr,1,Cambridge,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594236,door-portr-cracross,,"Porter - Massachusetts Ave (West), Buses","Porter - Massachusetts Ave (West), Buses",,,42.388604,-71.119752,,,,level_in_street,2,place-portr,2,Cambridge,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594237,door-portr-crtransfer,,"Porter - Massachusetts Ave (East), Buses","Porter - Massachusetts Ave (East), Buses",,,42.388254,-71.119099,,,,level_in_street,2,place-portr,2,Cambridge,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594238,door-portr-elevators,,"Porter - Somerville Ave, Massachusetts Ave (Elevator)","Porter - Somerville Ave, Massachusetts Ave (Elevator)",,,42.388331,-71.118905,,,,level_in_street,2,place-portr,1,Cambridge,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594239,door-portr-escal,,"Porter - Somerville Ave, Massachusetts Ave","Porter - Somerville Ave, Massachusetts Ave",,,42.388475,-71.119212,,,,level_in_street,2,place-portr,2,Cambridge,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594241,70239,70239,Prudential,Prudential - Green Line - (E) Heath Street,,Heath Street,42.34557,-71.081696,RapidTransit,,https://www.mbta.com/stops/place-prmnl,level_-2_platform,0,place-prmnl,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594242,70240,70240,Prudential,Prudential - Green Line - Park Street & North,,Park Street & North,42.34557,-71.081696,RapidTransit,,https://www.mbta.com/stops/place-prmnl,level_-2_platform,0,place-prmnl,1,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594243,door-prmnl-huntington,,Prudential - Huntington Ave,Prudential - Huntington Ave,,,42.345791,-71.081609,,,,level_in_street,2,place-prmnl,2,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594244,door-prmnl-prudential,,Prudential - Prudential Center,Prudential - Prudential Center,,,42.345632,-71.081223,,,,level_0_building,2,place-prmnl,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594246,70103,70103,Quincy Adams,Quincy Adams - Red Line - Braintree,,Braintree,42.233391,-71.007153,RapidTransit,,https://www.mbta.com/stops/place-qamnl,level_1_platform,0,place-qamnl,1,Quincy,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594247,70104,70104,Quincy Adams,Quincy Adams - Red Line - Alewife,,Alewife,42.233391,-71.007153,RapidTransit,,https://www.mbta.com/stops/place-qamnl,level_1_platform,0,place-qamnl,1,Quincy,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594248,door-qamnl-burgin,,Quincy Adams - Burgin Parkway,Quincy Adams - Burgin Parkway,,,42.233317,-71.007363,,,,level_ground,2,place-qamnl,1,Quincy,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594249,door-qamnl-indep,,Quincy Adams - Independence Avenue,Quincy Adams - Independence Avenue,,,42.233436,-71.006137,,,,level_independence_ave,2,place-qamnl,1,Quincy,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594250,door-qamnl-pickup,,Quincy Adams - Pick-up/Drop-off,Quincy Adams - Pick-up/Drop-off,,,42.232705,-71.007425,,,,level_ground,2,place-qamnl,1,Quincy,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594257,70101,70101,Quincy Center,Quincy Center - Red Line - Braintree,2,Braintree,42.251809,-71.005409,RapidTransit,,https://www.mbta.com/stops/place-qnctr,level_-1_red_platform,0,place-qnctr,1,Quincy,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594258,70102,70102,Quincy Center,Quincy Center - Red Line - Alewife,1,Alewife,42.251809,-71.005409,RapidTransit,,https://www.mbta.com/stops/place-qnctr,level_-1_red_platform,0,place-qnctr,1,Quincy,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594260,door-qnctr-burgin,,Quincy Center - Burgin Parkway,Quincy Center - Burgin Parkway,,,42.251403,-71.005508,,,,level_1_in_street,2,place-qnctr,2,Quincy,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594261,door-qnctr-busway,,Quincy Center - Hancock St,Quincy Center - Hancock St,,,42.251586,-71.005003,,,,level_ground,2,place-qnctr,1,Quincy,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594263,70057,70057,Revere Beach,Revere Beach - Blue Line - Bowdoin,1,Bowdoin,42.407843,-70.992533,RapidTransit,,https://www.mbta.com/stops/place-rbmnl,level_-1_platform,0,place-rbmnl,1,Revere,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594264,70058,70058,Revere Beach,Revere Beach - Blue Line - Wonderland,2,Wonderland,42.407843,-70.992533,RapidTransit,,https://www.mbta.com/stops/place-rbmnl,level_-1_platform,0,place-rbmnl,1,Revere,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594265,door-rbmnl-beach,,Revere Beach - Beach St,Revere Beach - Beach St,,,42.40843,-70.992553,,,,level_in_street,2,place-rbmnl,2,Revere,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594266,door-rbmnl-main,,"Revere Beach - Ocean Ave, Shirley Ave","Revere Beach - Ocean Ave, Shirley Ave",,,42.40782,-70.992633,,,,level_in_street,2,place-rbmnl,1,Revere,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594267,door-rbmnl-ocean,,Revere Beach - 300 Ocean Ave,Revere Beach - 300 Ocean Ave,,,42.4079,-70.99211,,,,level_-0.5_building,2,place-rbmnl,2,Revere,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594268,door-rbmnl-shirley,,Revere Beach - Shirley Ave,Revere Beach - Shirley Ave,,,42.407331,-70.992363,,,,level_in_street,2,place-rbmnl,2,Revere,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594270,70008,70008,Roxbury Crossing,Roxbury Crossing - Orange Line - Forest Hills,,Forest Hills,42.331397,-71.095451,RapidTransit,,https://www.mbta.com/stops/place-rcmnl,level_-1_platform,0,place-rcmnl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594271,70009,70009,Roxbury Crossing,Roxbury Crossing - Orange Line - Oak Grove,,Oak Grove,42.331397,-71.095451,RapidTransit,,https://www.mbta.com/stops/place-rcmnl,level_-1_platform,0,place-rcmnl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594272,door-rcmnl-tremont,,Roxbury Crossing - Tremont St,Roxbury Crossing - Tremont St,,,42.331415,-71.09548,,,,level_in_street,2,place-rcmnl,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594275,70160,70160,Riverside,Riverside - Green Line - Park Street & North,,Park Street & North,42.337283,-71.252385,RapidTransit,,https://www.mbta.com/stops/place-river,level_1_platform,0,place-river,1,Newton,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594276,70161,70161,Riverside,Riverside - Green Line - Exit Only,,Exit Only,42.337321,-71.252357,RapidTransit,,https://www.mbta.com/stops/place-river,level_1_platform,0,place-river,1,Newton,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594277,door-river-main,,Riverside - Main,Riverside - Main,,,42.337298,-71.252671,,,,level_ground,2,place-river,1,Newton,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594280,70174,70174,Reservoir,Reservoir - Green Line - Park Street & North,,Park Street & North,42.334916,-71.149064,RapidTransit,,https://www.mbta.com/stops/place-rsmnl,level_-1_platform,0,place-rsmnl,1,Brookline,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594281,70175,70175,Reservoir,Reservoir - Green Line - (D) Riverside,,Riverside,42.334954,-71.149079,RapidTransit,,https://www.mbta.com/stops/place-rsmnl,level_-1_platform,0,place-rsmnl,1,Brookline,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594282,door-rsmnl-eramp,,"Reservoir - Chestnut Hill Ave, Cleveland Circle (Ramp)","Reservoir - Chestnut Hill Ave, Cleveland Circle (Ramp)",,,42.334958,-71.148606,,,,level_1_ground,2,place-rsmnl,1,Brookline,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594283,door-rsmnl-estairs,,"Reservoir - Chestnut Hill Ave, Buses (Park St & North)","Reservoir - Chestnut Hill Ave, Buses (Park St & North)",,,42.335034,-71.148695,,,,level_1_ground,2,place-rsmnl,2,Brookline,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594284,door-rsmnl-wramp,,Reservoir - Cleveland Circle (Ramp),Reservoir - Cleveland Circle (Ramp),,,42.335263,-71.149813,,,,level_1_in_street,2,place-rsmnl,1,Brookline,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594285,door-rsmnl-wstairs,,"Reservoir - Chestnut Hill Ave, Buses (Riverside)","Reservoir - Chestnut Hill Ave, Buses (Riverside)",,,42.335138,-71.148777,,,,level_1_ground,2,place-rsmnl,2,Brookline,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594290,70010,70010,Ruggles,Ruggles - Orange Line - Forest Hills,,Forest Hills,42.336377,-71.088961,RapidTransit,,https://www.mbta.com/stops/place-rugg,level_0_orange_platform,0,place-rugg,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594291,70011,70011,Ruggles,Ruggles - Orange Line - Oak Grove,,Oak Grove,42.336377,-71.088961,RapidTransit,,https://www.mbta.com/stops/place-rugg,level_0_orange_platform,0,place-rugg,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594296,door-rugg-buses,,"Ruggles - Columbus Ave, Buses","Ruggles - Columbus Ave, Buses",,,42.336473,-71.089194,,,,level_ground,2,place-rugg,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594297,door-rugg-columbus,,"Ruggles - Columbus Ave, Tremont St","Ruggles - Columbus Ave, Tremont St",,,42.335873,-71.088906,,,,level_in_street,2,place-rugg,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594298,door-rugg-forsyth,,"Ruggles - Northeastern, Forsyth St","Ruggles - Northeastern, Forsyth St",,,42.33701,-71.089421,,,,level_in_street,2,place-rugg,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594299,door-rugg-ruggles,,Ruggles - Ruggles St,Ruggles - Ruggles St,,,42.335891,-71.090358,,,,level_1_in_street,2,place-rugg,2,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594300,door-rugg-upper,,Ruggles - Upper Busway,Ruggles - Upper Busway,,,42.336821,-71.089501,,,,level_1_ground,2,place-rugg,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594302,70255,70255,Riverway,Riverway - Green Line - (E) Heath Street,,Heath Street,42.331391,-71.111925,RapidTransit,,https://www.mbta.com/stops/place-rvrwy,level_in_street,0,place-rvrwy,2,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594303,70256,70256,Riverway,Riverway - Green Line - Park Street & North,,Park Street & North,42.331871,-71.111961,RapidTransit,,https://www.mbta.com/stops/place-rvrwy,level_in_street,0,place-rvrwy,2,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594305,70004,70004,Stony Brook,Stony Brook - Orange Line - Forest Hills,,Forest Hills,42.317062,-71.104248,RapidTransit,,https://www.mbta.com/stops/place-sbmnl,level_-1_platform,0,place-sbmnl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594306,70005,70005,Stony Brook,Stony Brook - Orange Line - Oak Grove,,Oak Grove,42.317062,-71.104248,RapidTransit,,https://www.mbta.com/stops/place-sbmnl,level_-1_platform,0,place-sbmnl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594307,door-sbmnl-main,,Stony Brook - Amory St,Stony Brook - Amory St,,,42.3171,-71.104216,,,,level_in_street,2,place-sbmnl,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594309,70053,70053,Suffolk Downs,Suffolk Downs - Blue Line - Bowdoin,1,Bowdoin,42.390501,-70.997123,RapidTransit,,https://www.mbta.com/stops/place-sdmnl,level_0_platform,0,place-sdmnl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594310,70054,70054,Suffolk Downs,Suffolk Downs - Blue Line - Wonderland,2,Wonderland,42.390501,-70.997123,RapidTransit,,https://www.mbta.com/stops/place-sdmnl,level_0_platform,0,place-sdmnl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594311,door-sdmnl-benning,,Suffolk Downs - Bennington St,Suffolk Downs - Bennington St,,,42.390367,-70.996964,,,,level_in_street,2,place-sdmnl,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594312,door-sdmnl-walley,,Suffolk Downs - Walley St,Suffolk Downs - Walley St,,,42.39064,-70.997388,,,,level_in_street,2,place-sdmnl,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594314,70087,70087,Savin Hill,Savin Hill - Red Line - Ashmont,,Ashmont,42.31129,-71.053331,RapidTransit,,https://www.mbta.com/stops/place-shmnl,level_0_platform,0,place-shmnl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594315,70088,70088,Savin Hill,Savin Hill - Red Line - Alewife,,Alewife,42.31129,-71.053331,RapidTransit,,https://www.mbta.com/stops/place-shmnl,level_0_platform,0,place-shmnl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594316,door-shmnl-savin,,Savin Hill - Savin Hill Ave,Savin Hill - Savin Hill Ave,,,42.311299,-71.053302,,,,level_1_in_street,2,place-shmnl,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594317,door-shmnl-sydney,,Savin Hill - South Sydney St,Savin Hill - South Sydney St,,,42.310856,-71.053701,,,,level_ground,2,place-shmnl,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594319,70211,70211,Saint Marys Street,Saint Marys Street - Green Line - (C) Cleveland Circle,,Cleveland Circle,42.345884,-71.107697,RapidTransit,,https://www.mbta.com/stops/place-smary,level_median,0,place-smary,1,Brookline,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594320,70212,70212,Saint Marys Street,Saint Marys Street - Green Line - Park Street & North,,Park Street & North,42.346007,-71.107166,RapidTransit,,https://www.mbta.com/stops/place-smary,level_median,0,place-smary,1,Brookline,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594322,70091,70091,Shawmut,Shawmut - Red Line - Ashmont,,Ashmont,42.293126,-71.065738,RapidTransit,,https://www.mbta.com/stops/place-smmnl,level_-1_platform,0,place-smmnl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594323,70092,70092,Shawmut,Shawmut - Red Line - Alewife,,Alewife,42.293126,-71.065738,RapidTransit,,https://www.mbta.com/stops/place-smmnl,level_-1_platform,0,place-smmnl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594324,door-smmnl-clemen,,"Shawmut - Clementine Park, Centre St","Shawmut - Clementine Park, Centre St",,,42.293067,-71.065784,,,,level_ground,2,place-smmnl,1,Boston,,,,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594326,70110,70110,South Street,South Street - Green Line - Park Street & North,,Park Street & North,42.339371,-71.157057,RapidTransit,,https://www.mbta.com/stops/place-sougr,level_median,0,place-sougr,2,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
2020/05/10 10:32:41+00,2020/05/10 10:32:41+00,594327,70111,70111,South Street,South Street - Green Line - (B) Boston College,,Boston College,42.339581,-71.157499,RapidTransit,,https://www.mbta.com/stops/place-sougr,level_median,0,place-sougr,2,Boston,,,0,,,,,,,,,DOT_ADMIN,DOT_ADMIN
