X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type,Sidewalk_Width__ft_,Accessibility_Score,Sidewalk_Condition,Sidewalk_Material,Current_Shelter,Routes,Municipality_1,Neighborhood,created_user,created_date,last_edited_user,last_edited_date
-71.1269980000067,42.3313330002487,644896,70179,70179,Brookline Hills,Brookline Hills - Green Line - (D) Riverside,,Riverside,42.331333,-71.126998,RapidTransit,,https://www.mbta.com/stops/place-brkhl,level_ground,0,place-brkhl,1,Brookline,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1269220001712,42.3315160000965,644897,door-brkhl-bhs,,"Brookline Hills - Tappan St, Brookline High School","Brookline Hills - Tappan St, Brookline High School",,,42.331516,-71.126922,,,,level_in_street,2,place-brkhl,1,Brookline,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1265790004629,42.3314210003014,644898,door-brkhl-cypress,,"Brookline Hills - Tappan St, Cypress St","Brookline Hills - Tappan St, Cypress St",,,42.331421,-71.126579,,,,level_in_street,2,place-brkhl,1,Brookline,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1044869999652,42.3343309996055,644900,70249,70249,Brigham Circle,Brigham Circle - Green Line - (E) Heath Street,,Heath Street,42.334331,-71.104487,RapidTransit,,https://www.mbta.com/stops/place-brmnl,level_median,0,place-brmnl,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1030169998377,42.3348459998179,644901,70250,70250,Brigham Circle,Brigham Circle - Green Line - Park Street & North,,Park Street & North,42.334846,-71.103017,RapidTransit,,https://www.mbta.com/stops/place-brmnl,level_median,0,place-brmnl,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0014230004821,42.2083709996125,644904,70105,70105,Braintree,Braintree - Red Line,,Red Line,42.208371,-71.001423,RapidTransit,,https://www.mbta.com/stops/place-brntn,level_1_red_platform,0,place-brntn,1,Braintree,,,1,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0016400002183,42.2074809998407,644906,Braintree-01,,Braintree,Braintree - Red Line - Track 1,1,Red Line - Track 1,42.207481,-71.00164,RapidTransit,,https://www.mbta.com/stops/place-brntn,level_1_red_platform,0,place-brntn,1,Braintree,,,1,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0016400002183,42.2074809998407,644907,Braintree-02,,Braintree,Braintree - Red Line - Track 2,2,Red Line - Track 2,42.207481,-71.00164,RapidTransit,,https://www.mbta.com/stops/place-brntn,level_1_red_platform,0,place-brntn,1,Braintree,,,1,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0013609998456,42.2073519995675,644908,door-brntn-busway,,"Braintree - Garage, Buses, Ivory St","Braintree - Garage, Buses, Ivory St",,,42.207352,-71.001361,,,,level_ground,2,place-brntn,1,Braintree,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.00133899991,42.2075279995944,644909,door-brntn-faregates,,"Braintree - Garage, Buses, Union St","Braintree - Garage, Buses, Union St",,,42.207528,-71.001339,,,,level_ground,2,place-brntn,1,Braintree,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1069019997068,42.3500129998955,644911,70144,70144,Boston University Central,Boston University Central - Green Line - Park Street & North,,Park Street & North,42.350013,-71.106902,RapidTransit,,https://www.mbta.com/stops/place-bucen,level_median,0,place-bucen,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1074549997895,42.350147999573,644912,70145,70145,Boston University Central,Boston University Central - Green Line - (B) Boston College,,Boston College,42.350148,-71.107455,RapidTransit,,https://www.mbta.com/stops/place-bucen,level_median,0,place-bucen,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1039889998997,42.3496590003948,644914,70146,70146,Boston University East,Boston University East - Green Line - Park Street & North,,Park Street & North,42.349659,-71.103989,RapidTransit,,https://www.mbta.com/stops/place-buest,level_median,0,place-buest,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1046570001843,42.3498110001041,644915,70147,70147,Boston University East,Boston University East - Green Line - (B) Boston College,,Boston College,42.349811,-71.104657,RapidTransit,,https://www.mbta.com/stops/place-buest,level_median,0,place-buest,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0625850002735,42.2723429997436,644917,70265,70265,Butler,Butler - Mattapan Trolley - Mattapan,,Mattapan,42.272343,-71.062585,RapidTransit,,https://www.mbta.com/stops/place-butlr,level_ground,0,place-butlr,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0625000002107,42.2722910001637,644918,70266,70266,Butler,Butler - Mattapan Trolley - Ashmont,,Ashmont,42.272291,-71.0625,RapidTransit,,https://www.mbta.com/stops/place-butlr,level_ground,0,place-butlr,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0626770005774,42.2721149998728,644919,door-butlr-bearse,,"Butler - Bearse Ave, Butler St","Butler - Bearse Ave, Butler St",,,42.272115,-71.062677,,,,level_in_street,2,place-butlr,1,Boston,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0625790000784,42.2724690000408,644920,door-butlr-branchfield,,"Butler - Branchfield St, Butler St","Butler - Branchfield St, Butler St",,,42.272469,-71.062579,,,,level_ground,2,place-butlr,1,Boston,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1131329995722,42.3507650004353,644922,70142,70142,Boston University West,Boston University West - Green Line - Park Street & North,,Park Street & North,42.350765,-71.113133,RapidTransit,,https://www.mbta.com/stops/place-buwst,level_median,0,place-buwst,2,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1136450002855,42.3508940002392,644923,70143,70143,Boston University West,Boston University West - Green Line - (B) Boston College,,Boston College,42.350894,-71.113645,RapidTransit,,https://www.mbta.com/stops/place-buwst,level_median,0,place-buwst,2,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1162340004205,42.3328380003375,644925,70180,70180,Brookline Village,Brookline Village - Green Line - Park Street & North,,Park Street & North,42.332838,-71.116234,RapidTransit,,https://www.mbta.com/stops/place-bvmnl,level_ground,0,place-bvmnl,1,Brookline,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1162630004437,42.3328710001484,644926,70181,70181,Brookline Village,Brookline Village - Green Line - (D) Riverside,,Riverside,42.332871,-71.116263,RapidTransit,,https://www.mbta.com/stops/place-bvmnl,level_ground,0,place-bvmnl,1,Brookline,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1165419998665,42.332660000367,644927,door-bvmnl-boylston,,"Brookline Village - Buses, Route 9","Brookline Village - Buses, Route 9",,,42.33266,-71.116542,,,,level_in_street,2,place-bvmnl,1,Brookline,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1166100004153,42.3328179998999,644928,door-bvmnl-kent,,"Brookline Village - Station St, Kent St","Brookline Village - Station St, Kent St",,,42.332818,-71.11661,,,,level_in_street,2,place-bvmnl,1,Brookline,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1174399997054,42.3321769997087,644929,door-bvmnl-place,,Brookline Village - 10 Brookline Place West,Brookline Village - 10 Brookline Place West,,,42.332177,-71.11744,,,,level_1_ground,2,place-bvmnl,2,Brookline,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1172140002457,42.3325519999667,644930,door-bvmnl-washington,,"Brookline Village - Station St, Washington St","Brookline Village - Station St, Washington St",,,42.332552,-71.117214,,,,level_in_street,2,place-bvmnl,1,Brookline,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0877509995154,42.2677120002209,644932,70273,70273,Capen Street,Capen Street - Mattapan Trolley - Mattapan,,Mattapan,42.267712,-71.087751,RapidTransit,,https://www.mbta.com/stops/place-capst,level_ground,0,place-capst,1,Milton,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0874280004901,42.2675619998194,644933,70274,70274,Capen Street,Capen Street - Mattapan Trolley - Ashmont,,Ashmont,42.267562,-71.087428,RapidTransit,,https://www.mbta.com/stops/place-capst,level_ground,0,place-capst,1,Milton,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.08726600004,42.2675290003687,644934,door-capst-ashmont,,Capen Street - Capen St (East),Capen Street - Capen St (East),,,42.267529,-71.087266,,,,level_in_street,2,place-capst,1,Milton,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0872410000337,42.2675950002071,644935,door-capst-mattapan,,Capen Street - Capen St (West),Capen Street - Capen St (West),,,42.267595,-71.087241,,,,level_in_street,2,place-capst,1,Milton,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0695329996263,42.37362200021,644937,70028,70028,Community College,Community College - Orange Line - Forest Hills,,Forest Hills,42.373622,-71.069533,RapidTransit,,https://www.mbta.com/stops/place-ccmnl,level_-1_platform,0,place-ccmnl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0695329996263,42.37362200021,644938,70029,70029,Community College,Community College - Orange Line - Oak Grove,,Oak Grove,42.373622,-71.069533,RapidTransit,,https://www.mbta.com/stops/place-ccmnl,level_-1_platform,0,place-ccmnl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0696000004033,42.3737190002669,644939,door-ccmnl-main,,"Community College - Community College, Rutherford Ave","Community College - Community College, Rutherford Ave",,,42.373719,-71.0696,,,,level_in_street,2,place-ccmnl,1,Boston,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0604340000365,42.2796800001462,644941,70263,70263,Cedar Grove,Cedar Grove - Mattapan Trolley - Mattapan,,Mattapan,42.27968,-71.060434,RapidTransit,,https://www.mbta.com/stops/place-cedgr,level_ground,0,place-cedgr,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0603819993972,42.2796920002732,644942,70264,70264,Cedar Grove,Cedar Grove - Mattapan Trolley - Ashmont,,Ashmont,42.279692,-71.060382,RapidTransit,,https://www.mbta.com/stops/place-cedgr,level_ground,0,place-cedgr,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0603599996565,42.2797099996091,644943,door-cedgr-fellsway,,Cedar Grove - Fellsway St,Cedar Grove - Fellsway St,,,42.27971,-71.06036,,,,level_in_street,2,place-cedgr,1,Boston,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0611220002006,42.2799690002176,644944,door-cedgr-hillsdale,,Cedar Grove - Hillsdale St,Cedar Grove - Hillsdale St,,,42.279969,-71.061122,,,,level_in_street,2,place-cedgr,1,Boston,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0733370004989,42.270027000179,644946,70269,70269,Central Avenue,Central Avenue - Mattapan Trolley - Mattapan,,Mattapan,42.270027,-71.073337,RapidTransit,,https://www.mbta.com/stops/place-cenav,level_ground,0,place-cenav,1,Milton,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.073307999839,42.269970000253,644947,70270,70270,Central Avenue,Central Avenue - Mattapan Trolley - Ashmont,,Ashmont,42.26997,-71.073308,RapidTransit,,https://www.mbta.com/stops/place-cenav,level_ground,0,place-cenav,1,Milton,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0732989997551,42.2699909997784,644948,door-cenav-ashmont,,Central Avenue - Central Ave (South),Central Avenue - Central Ave (South),,,42.269991,-71.073299,,,,level_in_street,2,place-cenav,1,Milton,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0733269995363,42.2700690001427,644949,door-cenav-mattapan,,"Central Avenue - Central Ave (North), Neponset Trail","Central Avenue - Central Ave (North), Neponset Trail",,,42.270069,-71.073327,,,,level_in_street,2,place-cenav,1,Milton,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1652989998761,42.3266330001982,644954,70172,70172,Chestnut Hill,Chestnut Hill - Green Line - Park Street & North,,Park Street & North,42.326633,-71.165299,RapidTransit,,https://www.mbta.com/stops/place-chhil,level_ground,0,place-chhil,2,Newton,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1653159994838,42.3266540003888,644955,70173,70173,Chestnut Hill,Chestnut Hill - Green Line - (D) Riverside,,Riverside,42.326654,-71.165316,RapidTransit,,https://www.mbta.com/stops/place-chhil,level_ground,0,place-chhil,2,Newton,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.165472999609,42.3268080003854,644956,door-chhil-bc,,"Chestnut Hill - Shopping Center, Boston College","Chestnut Hill - Shopping Center, Boston College",,,42.326808,-71.165473,,,,level_1_in_street,2,place-chhil,2,Newton,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1641749994047,42.3267359995534,644957,door-chhil-museum,,"Chestnut Hill - Brimmer and May, Longyear Museum","Chestnut Hill - Brimmer and May, Longyear Museum",,,42.326736,-71.164175,,,,level_ground,2,place-chhil,1,Newton,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1643470001821,42.3269089996623,644958,door-chhil-parke,,Chestnut Hill - Parking Lot Access (East),Chestnut Hill - Parking Lot Access (East),,,42.326909,-71.164347,,,,level_ground,2,place-chhil,1,Newton,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1648400002966,42.326831000022,644959,door-chhil-parkw,,Chestnut Hill - Parking Lot Access (West),Chestnut Hill - Parking Lot Access (West),,,42.326831,-71.16484,,,,level_ground,2,place-chhil,2,Newton,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1525260002306,42.3387299998354,644961,70112,70112,Chestnut Hill Avenue,Chestnut Hill Avenue - Green Line - Park Street & North,,Park Street & North,42.33873,-71.152526,RapidTransit,,https://www.mbta.com/stops/place-chill,level_median,0,place-chill,2,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1530249996051,42.3382900000907,644962,70113,70113,Chestnut Hill Avenue,Chestnut Hill Avenue - Green Line - (B) Boston College,,Boston College,42.33829,-71.153025,RapidTransit,,https://www.mbta.com/stops/place-chill,level_median,0,place-chill,2,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0706279995924,42.3611660002975,644964,70073,70073,Charles/MGH,Charles/MGH - Red Line - Ashmont/Braintree,,Ashmont/Braintree,42.361166,-71.070628,RapidTransit,,https://www.mbta.com/stops/place-chmnl,level_1_platform,0,place-chmnl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0706279995924,42.3611660002975,644965,70074,70074,Charles/MGH,Charles/MGH - Red Line - Alewife,,Alewife,42.361166,-71.070628,RapidTransit,,https://www.mbta.com/stops/place-chmnl,level_1_platform,0,place-chmnl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0705700003885,42.3611169997613,644966,door-chmnl-main,,"Charles/MGH - Beacon Hill, Esplanade, Hospitals","Charles/MGH - Beacon Hill, Esplanade, Hospitals",,,42.361117,-71.07057,,,,level_in_street,2,place-chmnl,1,Boston,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0627519998449,42.3525470001562,644968,70018,70018,Chinatown,Chinatown - Orange Line - Forest Hills,,Forest Hills,42.352547,-71.062752,RapidTransit,,https://www.mbta.com/stops/place-chncl,level_-1_platform,0,place-chncl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0627519998449,42.3525470001562,644969,70019,70019,Chinatown,Chinatown - Orange Line - Oak Grove,,Oak Grove,42.352547,-71.062752,RapidTransit,,https://www.mbta.com/stops/place-chncl,level_-1_platform,0,place-chncl,1,Boston,,,1,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0630869994141,42.3524050001133,644970,door-chncl-fhelevator,,"Chinatown - Washington St, Essex St","Chinatown - Washington St, Essex St",,,42.352405,-71.063087,,,,level_in_street,2,place-chncl,1,Boston,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0626779995672,42.352457000185,644971,door-chncl-foresthills,,"Chinatown - Washington St, Essex St","Chinatown - Washington St, Essex St",,,42.352457,-71.062678,,,,level_in_street,2,place-chncl,2,Boston,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0624429996294,42.3526279998558,644972,door-chncl-ogelevator,,Chinatown - Elevator (Oak Grove),Chinatown - Elevator (Oak Grove),,,42.352628,-71.062443,,,,level_in_street,2,place-chncl,1,Boston,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0625189998356,42.352252000358,644973,door-chncl-ogessex,,"Chinatown - Washington St, Essex St","Chinatown - Washington St, Essex St",,,42.352252,-71.062519,,,,level_in_street,2,place-chncl,2,Boston,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1506329998039,42.3408080004427,644975,70114,70114,Chiswick Road,Chiswick Road - Green Line - Park Street & North,,Park Street & North,42.340808,-71.150633,RapidTransit,,https://www.mbta.com/stops/place-chswk,level_median,0,place-chswk,2,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1511399999658,42.3405400003622,644976,70115,70115,Chiswick Road,Chiswick Road - Green Line - (B) Boston College,,Boston College,42.34054,-71.15114,RapidTransit,,https://www.mbta.com/stops/place-chswk,level_median,0,place-chswk,2,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1492009996642,42.3362160002844,644978,70237,70237,Cleveland Circle,Cleveland Circle - Green Line - Exit Only,,Exit Only,42.336216,-71.149201,RapidTransit,,https://www.mbta.com/stops/place-clmnl,level_median,0,place-clmnl,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1487739998689,42.3362520001197,644979,70238,70238,Cleveland Circle,Cleveland Circle - Green Line - Park Street & North,,Park Street & North,42.336252,-71.148774,RapidTransit,,https://www.mbta.com/stops/place-clmnl,level_median,0,place-clmnl,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1036209996575,42.3653040001412,644981,70069,70069,Central,Central - Red Line - Ashmont/Braintree,,Ashmont/Braintree,42.365304,-71.103621,RapidTransit,,https://www.mbta.com/stops/place-cntsq,level_-1_platform,0,place-cntsq,1,Cambridge,,,1,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1035539994824,42.365378999914,644982,70070,70070,Central,Central - Red Line - Alewife,,Alewife,42.365379,-71.103554,RapidTransit,,https://www.mbta.com/stops/place-cntsq,level_-1_platform,0,place-cntsq,1,Cambridge,,,1,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1028109995201,42.3649910002243,644983,door-cntsq-essex,,Central - Essex St,Central - Essex St,,,42.364991,-71.102811,,,,level_in_street,2,place-cntsq,2,Cambridge,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1035570001929,42.3651900003857,644984,door-cntsq-ibmass,,Central - Mass Ave,Central - Mass Ave,,,42.36519,-71.103557,,,,level_in_street,2,place-cntsq,1,Cambridge,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1037489999561,42.3655409997085,644985,door-cntsq-obmass,,Central - Mass Ave,Central - Mass Ave,,,42.365541,-71.103749,,,,level_in_street,2,place-cntsq,1,Cambridge,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.102989000513,42.3648309999357,644986,door-cntsq-pearl,,Central - Pearl St,Central - Pearl St,,,42.364831,-71.102989,,,,level_in_street,2,place-cntsq,2,Cambridge,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1041310004611,42.3657780003228,644987,door-cntsq-prospect,,Central - Prospect St,Central - Prospect St,,,42.365778,-71.104131,,,,level_in_street,2,place-cntsq,2,Cambridge,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1043040002778,42.3656349998434,644988,door-cntsq-western,,Central - Western Ave,Central - Western Ave,,,42.365635,-71.104304,,,,level_in_street,2,place-cntsq,2,Cambridge,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0780489999342,42.3498710003391,644990,70154,70154,Copley,Copley - Green Line - Park Street & North,,Park Street & North,42.349871,-71.078049,RapidTransit,,https://www.mbta.com/stops/place-coecl,level_-1_platform,0,place-coecl,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0773759996246,42.3501259995903,644991,70155,70155,Copley,Copley - Green Line - Kenmore & West/(E) Heath Street,,Kenmore & West/Heath Street,42.350126,-71.077376,RapidTransit,,https://www.mbta.com/stops/place-coecl,level_-1_platform,0,place-coecl,1,Boston,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0780259996195,42.3497989997553,644992,door-coecl-bpl,,Copley - Boylston St,Copley - Boylston St,,,42.349799,-71.078026,,,,level_in_street,2,place-coecl,2,Boston,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.077550999649,42.3501939997357,644993,door-coecl-church,,"Copley - Dartmouth St, Old South Church","Copley - Dartmouth St, Old South Church",,,42.350194,-71.077551,,,,level_in_street,2,place-coecl,1,Boston,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0773819994658,42.3503120002438,644994,door-coecl-east,,Copley - Dartmouth St (East),Copley - Dartmouth St (East),,,42.350312,-71.077382,,,,level_in_street,2,place-coecl,2,Boston,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1209149994206,42.3422739999187,644999,70219,70219,Coolidge Corner,Coolidge Corner - Green Line - (C) Cleveland Circle,,Cleveland Circle,42.342274,-71.120915,RapidTransit,,https://www.mbta.com/stops/place-cool,level_median,0,place-cool,1,Brookline,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.1216849995818,42.3420279999896,645000,70220,70220,Coolidge Corner,Coolidge Corner - Green Line - Park Street & North,,Park Street & North,42.342028,-71.121685,RapidTransit,,https://www.mbta.com/stops/place-cool,level_median,0,place-cool,1,Brookline,,,0,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.047045999923,42.3526109997791,645004,door-crtst-north,,"Courthouse - Fan Pier Blvd, Seaport Blvd","Courthouse - Fan Pier Blvd, Seaport Blvd",,,42.352611,-71.047046,,,,level_in_street,2,place-crtst,1,Boston,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
-71.0469010003065,42.3522470002166,645005,door-crtst-south,,"Courthouse - Thomson Pl, Seaport Blvd","Courthouse - Thomson Pl, Seaport Blvd",,,42.352247,-71.046901,,,,level_in_street,2,place-crtst,1,Boston,,,,,,,,,,,,DOT_ADMIN,2020/05/21 10:32:42+00,DOT_ADMIN,2020/05/21 10:32:42+00
